Date,Open,High,Low,Close,WAP,No. of Shares,No. of Trades,Total Turnover,Deliverable Quantity,% Deli. Qty to Traded Qty,Spread H-L,Spread C-O
10-07-2006,14.08,14.18,13.39,13.42,13.535512095,34974,89,473391,34974,100,0.79,-0.66
07-07-2006,14.95,15,14.08,14.09,14.337643678,17400,57,249475,17400,100,0.92,-0.86
06-07-2006,14.4,15.04,14.4,14.82,14.774802458,11390,38,168285,11390,100,0.64,0.42
05-07-2006,15.15,15.15,14.7,14.95,14.92653414,11570,41,172700,11570,100,0.45,-0.2
04-07-2006,14.4,15.3,14.4,15.2,14.849577024,14067,47,208889,14067,100,0.9,0.8
03-07-2006,15.15,15.27,14.45,15.11,14.989543235,17405,64,260893,17405,100,0.82,-0.04
30-06-2006,14.05,14.7,14.05,14.55,14.373661179,23995,73,344896,23995,100,0.65,0.5
29-06-2006,14.5,14.5,13.65,14,13.878324585,28387,85,393964,21900,77.15,0.85,-0.5
28-06-2006,14.1,14.1,13.8,13.9,13.953602812,8535,37,119094,7535,88.28,0.3,-0.2
27-06-2006,14.05,14.15,13.85,14.05,13.937628205,15600,35,217427,15000,96.15,0.3,0
26-06-2006,15.1,15.75,14.55,14.55,14.939063581,24583,78,367247,19983,81.29,1.2,-0.55
25-06-2006,15.7,15.7,15.15,15.3,15.294520548,3650,13,55825,3550,97.26,0.55,-0.4
23-06-2006,15.75,15.75,15,15.4,15.411756738,22149,89,341355,18507,83.56,0.75,-0.35
22-06-2006,15.4,15.4,15,15.4,15.287312653,28690,95,438593,26465,92.24,0.4,0
21-06-2006,13.9,14.7,13.85,14.7,14.539430234,17867,75,259776,14767,82.65,0.85,0.8
20-06-2006,14,14.4,13.6,14,14.001124400,19566,65,273946,17115,87.47,0.8,0
19-06-2006,14.25,14.25,13.5,14,13.920158206,23008,59,320275,18745,81.47,0.75,-0.25
16-06-2006,13.7,13.7,13.3,13.7,13.616282105,49797,155,678050,44871,90.11,0.4,0
15-06-2006,12.25,13.05,12,13.05,12.739143528,49809,141,634524,38598,77.49,1.05,0.8
14-06-2006,12.75,13.1,12.45,12.45,12.571708232,60788,150,764209,54531,89.71,0.65,-0.3
13-06-2006,13.5,13.75,13.1,13.1,13.152140378,25930,32,341035,25930,100,0.65,-0.4
12-06-2006,14.4,15,13.6,13.75,13.982912925,68941,141,963996,50969,73.93,1.4,-0.65
09-06-2006,14.3,14.3,14.3,14.3,14.299974905,35863,87,512840,35863,100,0,0
08-06-2006,15.05,15.05,15.05,15.05,15.049970947,17210,29,259010,17210,100,0,0
07-06-2006,16,16.3,15.8,15.8,15.897282609,12880,39,204757,12880,100,0.5,-0.2
06-06-2006,16.8,17.35,16.6,16.6,16.682912797,36501,99,608943,36501,100,0.75,-0.2
05-06-2006,17.4,18.45,16.8,17.45,17.320390754,72680,139,1258846,72680,100,1.65,0.05
02-06-2006,17.5,17.8,17.5,17.6,17.536512201,44670,85,783356,44670,100,0.3,0.1
01-06-2006,18.75,19.4,18.25,18.4,18.764538308,36507,136,685037,36507,100,1.15,-0.35
31-05-2006,19,19.3,17.5,19.2,18.432311228,161888,365,2983970,161888,100,1.8,0.2
30-05-2006,18.4,18.4,18.35,18.4,18.399115316,22833,43,420107,22833,100,0.05,0
29-05-2006,17.55,17.55,17.55,17.55,17.549962006,15792,32,277149,15792,100,0,0
26-05-2006,17.7,17.7,16.55,16.75,17.278002881,52075,138,899752,52075,100,1.15,-0.95
25-05-2006,17.05,18.4,17,17.2,17.093004639,54965,174,939517,54965,100,1.4,0.15
24-05-2006,19.65,19.65,17.85,17.85,18.336723139,90074,238,1651662,90074,100,1.8,-1.8
23-05-2006,18.75,19,18.75,18.75,18.760905867,135340,153,2539101,135340,100,0.25,0
22-05-2006,19.7,20,19.7,19.7,19.71875,8800,32,173525,8800,100,0.3,0
19-05-2006,21.1,22.6,20.7,20.7,20.985437894,48482,156,1017416,48482,100,1.9,-0.4
18-05-2006,23.05,23.5,21.75,21.75,21.943971446,149049,315,3270727,149049,100,1.75,-1.3
17-05-2006,23.7,23.7,22,22.85,22.882695834,140157,464,3207170,140157,100,1.7,-0.85
16-05-2006,23.15,23.15,20.95,22.6,22.383506350,295059,584,6604455,295059,100,2.2,-0.55
15-05-2006,23.6,23.6,21.5,22.05,23.137852563,332210,932,7686626,332210,100,2.1,-1.55
12-05-2006,22.5,22.6,20.5,22.5,21.872682324,623739,1336,13642845,623739,100,2.1,0
11-05-2006,21.55,21.55,21.55,21.55,21.549999469,94071,204,2027230,94071,100,0,0
10-05-2006,20.55,20.55,20.55,20.55,20.549992437,46277,125,950992,46277,100,0,0
09-05-2006,19.6,19.6,19.6,19.6,19.6,63280,119,1240288,63280,100,0,0
08-05-2006,17.95,18.7,17.95,18.7,18.677685294,151017,164,2820648,151017,100,0.75,0.75
05-05-2006,17.75,17.9,16.8,17.85,17.329455433,142517,274,2469742,142517,100,1.1,0.1
04-05-2006,16.85,17.9,16.8,17.15,17.255552298,163716,225,2825010,163716,100,1.1,0.3
03-05-2006,17.6,17.75,16.75,17.15,17.113316459,64792,172,1108806,64792,100,1,-0.45
02-05-2006,17.65,17.65,16.9,16.95,17.334415804,147810,255,2562200,147810,100,0.75,-0.7
29-04-2006,16.9,17.5,16.5,16.81,16.899072559,23829,86,402688,23829,100,1,-0.09
28-04-2006,16.99,17.67,16.22,16.73,16.852715557,68439,174,1153383,68439,100,1.45,-0.26
27-04-2006,18,18,16.65,16.91,16.968979773,72082,164,1223158,72082,100,1.35,-1.09
26-04-2006,17.63,17.64,16.6,17.27,17.312952971,80993,206,1402228,80993,100,1.04,-0.36
25-04-2006,18.09,18.09,16.7,16.8,17.236792056,99902,229,1721990,99902,100,1.39,-1.29
24-04-2006,16.9,17.97,16.8,17.43,17.727957459,201406,375,3570517,201406,100,1.17,0.53
21-04-2006,17.79,17.79,16.9,17.12,17.537029496,191550,253,3359218,191550,100,0.89,-0.67
20-04-2006,16.2,16.95,16,16.95,16.612004781,127999,178,2126320,127999,100,0.95,0.75
19-04-2006,16,16.84,16,16.15,16.205679920,44895,122,727554,44895,100,0.84,0.15
18-04-2006,17.25,17.25,16.01,16.27,16.343210378,83797,250,1369512,83797,100,1.24,-0.98
17-04-2006,16.7,17.25,16.2,16.77,16.696714513,118156,185,1972817,118156,100,1.05,0.07
13-04-2006,17,17.45,16.14,16.45,16.589348524,52312,153,867822,52312,100,1.31,-0.55
12-04-2006,18,18.04,16.5,16.98,17.587171482,183856,401,3233507,183856,100,1.54,-1.02
10-04-2006,17.19,17.19,16.8,17.19,17.114152751,124202,291,2125612,124202,100,0.39,0
07-04-2006,16.3,16.38,15.6,16.38,16.042481223,95195,191,1527164,95195,100,0.78,0.08
05-04-2006,15.7,16.09,15.5,15.6,15.786838519,88060,161,1390189,88060,100,0.59,-0.1
04-04-2006,15.15,15.68,15,15.33,15.289958253,53656,143,820398,53656,100,0.68,0.18
03-04-2006,15,15.45,14.6,15.34,15.235023041,62279,187,948822,62279,100,0.85,0.34
31-03-2006,14.5,14.8,14.2,14.72,14.700415512,43320,63,636822,43320,100,0.6,0.22
30-03-2006,15.35,15.35,14.18,14.21,14.717350370,29740,108,437694,29740,100,1.17,-1.14
29-03-2006,15.42,15.42,14.32,14.92,15.018945487,39165,94,588217,39165,100,1.1,-0.5
28-03-2006,15.5,15.8,14.74,14.81,15.165757211,70555,187,1070020,70555,100,1.06,-0.69
27-03-2006,16.4,16.4,14.86,15.51,15.992158014,555089,557,8877071,555089,100,1.54,-0.89
24-03-2006,15.62,15.62,15.62,15.62,15.619985902,61003,95,952866,61003,100,0,0
23-03-2006,14.88,14.88,14.88,14.88,14.879995929,29474,51,438573,29474,100,0,0
22-03-2006,14.18,14.18,14.18,14.18,14.179969996,19331,42,274113,19331,100,0,0
21-03-2006,13.51,13.51,13.51,13.51,13.509969070,21015,44,283912,21015,100,0,0
20-03-2006,12.87,12.87,12.87,12.87,12.869962547,13350,22,171814,13350,100,0,0
17-03-2006,12.2,12.5,12.16,12.26,12.344686960,30651,82,378377,30651,100,0.34,0.06
16-03-2006,13.58,13.58,12.41,12.53,12.546839579,29996,92,376355,29996,100,1.17,-1.05
14-03-2006,13.34,13.34,12.4,12.95,12.671562602,48816,82,618575,48816,100,0.94,-0.39
13-03-2006,12.65,13.39,12.65,12.8,12.866327869,30500,63,392423,30500,100,0.74,0.15
10-03-2006,13.25,13.25,12.71,12.93,12.939008652,41842,80,541394,41842,100,0.54,-0.32
09-03-2006,13.49,13.5,12.9,13.16,12.986693280,22545,62,292785,22545,100,0.6,-0.33
08-03-2006,13.5,13.9,13.15,13.2,13.295650209,44255,74,588399,44255,100,0.75,-0.3
07-03-2006,13.55,14,13.1,13.75,13.262115895,37327,73,495035,37327,100,0.9,0.2
06-03-2006,14.15,14.15,13.4,13.46,13.791520397,62385,99,860384,62385,100,0.75,-0.69
03-03-2006,13.74,13.94,12.76,13.58,13.782356080,50601,104,697401,50601,100,1.18,-0.16
02-03-2006,12.35,13.55,12.35,13.28,13.031346768,41982,99,547082,41982,100,1.2,0.93
01-03-2006,12.55,13.4,12.55,12.91,12.998021271,20215,58,262755,20215,100,0.85,0.36
28-02-2006,12.87,13,12.7,12.94,12.834578342,21285,62,273184,21285,100,0.3,0.07
27-02-2006,12.6,12.83,12.5,12.67,12.650446677,30559,61,386585,30559,100,0.33,0.07
24-02-2006,12.45,12.79,12.45,12.6,12.587785888,41100,69,517358,41100,100,0.34,0.15
23-02-2006,12.3,12.8,12.15,12.5,12.413505583,55888,103,693766,55888,100,0.65,0.2
22-02-2006,12.3,12.94,12.3,12.71,12.676551897,39790,71,504400,39790,100,0.64,0.41
21-02-2006,12.55,13,12.55,12.61,12.749439131,42345,90,539875,42345,100,0.45,0.06
20-02-2006,12.68,13.19,12.68,13.01,12.807292093,24410,85,312626,24410,100,0.51,0.33
17-02-2006,13.01,13.5,12.9,13.02,13.043779475,71883,160,937626,71883,100,0.6,0.01
16-02-2006,13.51,13.9,13.3,13.45,13.542174840,23450,59,317564,23450,100,0.6,-0.06
15-02-2006,13.99,14.09,13.5,13.62,13.739221902,34700,56,476751,34700,100,0.59,-0.37
14-02-2006,14.1,14.22,13.41,13.88,13.772605797,34051,70,468971,34051,100,0.81,-0.22
13-02-2006,13.36,14.15,13.36,14.01,13.910164319,42600,77,592573,42600,100,0.79,0.65
10-02-2006,13.01,14.2,13.01,13.73,13.743144569,50398,93,692627,50398,100,1.19,0.72
08-02-2006,13,13.71,13,13.69,13.598438184,59418,102,807992,59418,100,0.71,0.69
07-02-2006,13.33,13.94,12.9,13.06,13.215589908,68570,149,906193,68570,100,1.04,-0.27
06-02-2006,13.75,13.9,13.42,13.55,13.646691581,69036,107,942113,69036,100,0.48,-0.2
03-02-2006,14,14.4,13.92,14.04,14.027208942,24514,87,343863,24514,100,0.48,0.04
02-02-2006,14.2,14.6,13.9,14.11,14.310872211,24650,74,352763,24650,100,0.7,-0.09
01-02-2006,15,15.39,14.15,14.16,14.692652794,28977,69,425749,28977,100,1.24,-0.84
31-01-2006,15,15.51,14.75,14.89,15.081017169,61740,132,931102,61740,100,0.76,-0.11
30-01-2006,15.25,15.35,14.75,14.78,14.883821040,41350,119,615446,41350,100,0.6,-0.47
27-01-2006,15.25,16.71,15.25,15.48,15.868655239,111135,164,1763563,111135,100,1.46,0.23
25-01-2006,15.85,16.72,15.55,15.92,16.125189524,158951,216,2563115,158951,100,1.17,0.07
24-01-2006,16.5,17,15.75,15.93,16.326206485,62019,143,1012535,62019,100,1.25,-0.57
23-01-2006,17.2,17.2,16,16.35,16.513671762,69340,127,1145058,69340,100,1.2,-0.85
20-01-2006,17.6,17.73,16.51,16.71,16.813157318,54768,150,920823,54768,100,1.22,-0.89
19-01-2006,16.6,17.34,16.5,16.89,16.938836265,125630,281,2128026,125630,100,0.84,0.29
18-01-2006,16.5,16.75,15.42,16.52,16.110639727,104185,234,1678487,104185,100,1.33,0.02
17-01-2006,17.78,17.78,16.21,16.23,16.788399055,168969,350,2836719,168969,100,1.57,-1.55
16-01-2006,16.95,17.06,16.55,17.06,17.036467630,153506,226,2615200,153506,100,0.51,0.11
13-01-2006,16.15,16.25,16,16.25,16.242542088,99257,109,1612186,99257,100,0.25,0.1
12-01-2006,15,15.48,15,15.48,15.451635375,117710,185,1818812,117710,100,0.48,0.48
10-01-2006,13.5,14.75,13.5,14.75,14.512717645,98957,138,1436135,98957,100,1.25,1.25
09-01-2006,14.01,14.3,13.99,14.05,14.120749398,51081,90,721302,51081,100,0.31,0.04
06-01-2006,14.6,14.7,13.91,14.04,14.081736357,73994,120,1041964,73994,100,0.79,-0.56
05-01-2006,14.25,14.25,13.93,14.08,14.031834131,31350,53,439898,31350,100,0.32,-0.17
04-01-2006,15,15,13.91,14.23,14.541627881,63383,163,921692,63383,100,1.09,-0.77
03-01-2006,14.2,14.45,13.8,14.34,14.204745508,77252,120,1097345,77252,100,0.65,0.14
02-01-2006,14.4,14.4,14,14.3,14.244426981,38175,88,543781,38175,100,0.4,-0.1
30-12-2005,13.7,14.25,13.7,14.02,14.046142122,26245,77,368641,26245,100,0.55,0.32
29-12-2005,14.04,14.49,13.55,13.75,13.880899976,24534,61,340554,24534,100,0.94,-0.29
28-12-2005,14.26,14.6,14,14.13,14.397640187,42800,77,616219,42800,100,0.6,-0.13
27-12-2005,13.8,14.26,13.51,14.26,14.057955132,79389,142,1116047,79389,100,0.75,0.46
26-12-2005,13.77,14.1,13.44,13.59,13.610508136,59059,106,803823,59059,100,0.66,-0.18
23-12-2005,14.61,14.61,14.02,14.14,14.462277521,108662,142,1571500,108662,100,0.59,-0.47
22-12-2005,13.25,13.92,13.05,13.92,13.564071017,69899,129,948115,69899,100,0.87,0.67
21-12-2005,13.5,13.55,13.11,13.26,13.385739481,51597,103,690664,51597,100,0.44,-0.24
20-12-2005,13.5,13.78,13.25,13.52,13.533726515,28316,84,383221,28316,100,0.53,0.02
19-12-2005,13.35,13.8,13.32,13.49,13.452815298,32945,86,443203,32945,100,0.48,0.14
16-12-2005,13.4,13.81,13.32,13.45,13.534406439,14910,55,201798,14910,100,0.49,0.05
15-12-2005,14.25,14.32,13.5,13.52,13.906520451,50610,79,703809,50610,100,0.82,-0.73
14-12-2005,13.9,14.55,13.8,14,14.142872996,81100,123,1146987,81100,100,0.75,0.1
13-12-2005,14.65,14.65,13.8,13.97,14.090577105,52850,113,744687,52850,100,0.85,-0.68
12-12-2005,14.2,14.68,14.01,14.12,14.376383453,47526,127,683252,47526,100,0.67,-0.08
09-12-2005,14.64,14.64,14,14,14.233878941,63721,96,906997,63721,100,0.64,-0.64
08-12-2005,14,14.48,13.9,13.95,14.052862078,64848,100,911300,64848,100,0.58,-0.05
07-12-2005,14.5,14.5,13.95,13.98,14.109482529,63791,112,900058,63791,100,0.55,-0.52
06-12-2005,14.37,14.89,14.25,14.29,14.403787438,27512,77,396277,27512,100,0.64,-0.08
05-12-2005,14.55,15.05,14,14.5,14.667093166,118015,180,1730937,118015,100,1.05,-0.05
02-12-2005,14.65,14.8,14.5,14.54,14.642060430,52358,107,766629,52358,100,0.3,-0.11
01-12-2005,14.3,14.92,14.25,14.51,14.660271067,84850,154,1243924,84850,100,0.67,0.21
30-11-2005,14,14.7,14,14.21,14.218586407,136390,182,1939273,136390,100,0.7,0.21
29-11-2005,14.09,14.2,13.79,14,13.987981821,29705,78,415513,29705,100,0.41,-0.09
28-11-2005,13.9,14.15,13.8,14.01,13.975595538,37739,94,527425,37739,100,0.35,0.11
26-11-2005,14.25,14.25,13.4,13.89,13.784678295,15651,59,215744,15651,100,0.85,-0.36
25-11-2005,13.65,14,13.59,13.75,13.818464754,43055,116,594954,43055,100,0.41,0.1
24-11-2005,13.46,13.83,13.45,13.54,13.532019704,16849,41,228001,16849,100,0.38,0.08
23-11-2005,13.16,14,13.16,13.46,13.668765896,16514,65,225726,16514,100,0.84,0.3
22-11-2005,14.8,14.8,13.45,13.48,13.693656286,30345,97,415534,30345,100,1.35,-1.32
21-11-2005,13.74,14.6,13.74,14.15,14.295064414,29885,105,427208,29885,100,0.86,0.41
18-11-2005,14.8,14.9,13.95,14.46,14.435769459,58905,163,850339,58905,100,0.95,-0.34
17-11-2005,15.31,15.31,14.35,14.67,14.670868490,48947,113,718095,48947,100,0.96,-0.64
16-11-2005,14.35,14.59,14,14.59,14.282651547,45151,107,644876,45151,100,0.59,0.24
14-11-2005,14.32,14.32,13.65,13.9,14.141075097,87620,106,1239041,87620,100,0.67,-0.42
11-11-2005,14.2,14.5,13.5,13.9,14.054766986,40298,126,566379,40298,100,1,-0.3
10-11-2005,14.1,14.25,13.6,14.1,13.994663611,30545,63,427467,30545,100,0.65,0
09-11-2005,13.95,14,13.5,13.84,13.698265642,22775,83,311978,22775,100,0.5,-0.11
08-11-2005,13.47,13.51,13.05,13.49,13.488036543,27584,82,372054,27584,100,0.46,0.02
07-11-2005,13.5,13.7,12.51,12.87,13.145078174,57052,107,749953,57052,100,1.19,-0.63
02-11-2005,13.9,13.9,13.12,13.16,13.188269442,19982,39,263528,19982,100,0.78,-0.74
01-11-2005,13.95,14.05,13.6,13.81,13.828856305,17050,84,235782,17050,100,0.45,-0.14
31-10-2005,12.5,13.65,12.5,13.55,13.350121131,29307,78,391252,29307,100,1.15,1.05
28-10-2005,13.6,13.9,13.05,13.05,13.310050446,33501,102,445900,33501,100,0.85,-0.55
27-10-2005,14.15,14.15,12.9,13.7,13.940678500,79381,197,1106625,79381,100,1.25,-0.45
26-10-2005,13.5,13.5,13.5,13.5,13.499914457,5845,17,78907,5845,100,0,0
25-10-2005,12.75,12.9,12.75,12.9,12.887857943,6251,12,80562,6251,100,0.15,0.15
24-10-2005,12.1,12.3,12.1,12.3,12.297937038,33544,33,412522,33544,100,0.2,0.2
21-10-2005,12,12.45,11.7,11.75,11.741855551,117841,112,1383672,117841,100,0.75,-0.25
20-10-2005,12.75,12.75,12.3,12.3,12.333590839,22006,80,271413,22006,100,0.45,-0.45
19-10-2005,12.85,13.4,12.85,12.9,13.007656854,80712,167,1049874,80712,100,0.55,0.05
18-10-2005,14.1,14.1,13.5,13.5,13.706046942,49678,149,680889,49678,100,0.6,-0.6
17-10-2005,15,15.2,14.2,14.2,14.423126071,36781,114,530497,36781,100,1,-0.8
14-10-2005,15.35,15.35,14.9,14.9,14.993477442,42468,134,636743,42468,100,0.45,-0.45
13-10-2005,15.35,16,15.25,15.65,15.677878656,29849,96,467969,29849,100,0.75,0.3
11-10-2005,15.6,16,15.3,15.45,15.625450607,59087,132,923261,59087,100,0.7,-0.15
10-10-2005,15.8,16.25,15.5,15.95,15.864735735,40395,107,640856,40395,100,0.75,0.15
07-10-2005,16.75,16.75,15.6,16.15,15.978688896,53024,185,847254,53024,100,1.15,-0.6
06-10-2005,16.8,16.95,16.2,16.2,16.356860216,57367,216,938344,57367,100,0.75,-0.6
05-10-2005,17.5,18.3,16.75,17.05,17.245784058,65110,221,1122873,65110,100,1.55,-0.45
04-10-2005,17.75,17.9,17.1,17.5,17.718670180,98660,266,1748124,98660,100,0.8,-0.25
03-10-2005,15.5,17.05,15.45,17.05,16.268077364,141254,305,2297931,141254,100,1.6,1.55
30-09-2005,16.25,17,16.25,16.25,16.251990817,76225,182,1238808,76225,100,0.75,0
29-09-2005,17.2,18,17.1,17.1,17.220887176,92631,287,1595188,92631,100,0.9,-0.1
28-09-2005,19,19.45,17.85,17.95,18.064866092,79271,243,1432020,79271,100,1.6,-1.05
27-09-2005,18.9,19.15,17.55,18.75,18.794670256,204325,540,3840221,204325,100,1.6,-0.15
26-09-2005,16.55,18.25,16.55,18.25,17.122939241,230073,379,3939526,230073,100,1.7,1.7
23-09-2005,17.4,17.4,17.4,17.4,17.399986437,29491,69,513143,29491,100,0,0
22-09-2005,18.3,18.3,18.3,18.3,18.299992619,67745,107,1239733,67745,100,0,0
21-09-2005,20.3,20.3,19.25,19.25,19.342059286,138514,340,2679146,138514,100,1.05,-1.05
20-09-2005,21.1,21.45,20,20.25,20.608994501,366624,863,7555752,366624,100,1.45,-0.85
19-09-2005,22.5,22.6,20.2,21.35,21.647318333,321647,942,6962795,321647,100,2.4,-1.15
16-09-2005,22.9,23.4,21.75,22.2,22.482187337,380993,1107,8565556,380993,100,1.65,-0.7
15-09-2005,22.2,23.2,22.2,22.7,22.769168119,841058,2255,19150191,535912,63.72,1,0.5
14-09-2005,22.4,23.6,21.05,21.65,22.478051975,1082512,3215,24332761,619745,57.25,2.55,-0.75
13-09-2005,22.95,24.25,21.2,22.2,22.852666668,2544767,6211,58154712,1435453,56.41,3.05,-0.75
12-09-2005,19.4,22.7,19,22.7,21.818923324,3627999,6389,79159032,1441789,39.74,3.7,3.3
09-09-2005,18.9,19.65,18.5,18.95,19.217415354,1410112,3676,27098708,980109,69.51,1.15,0.05
08-09-2005,16.8,19.5,16.7,18.9,18.614385918,1910104,4128,35555413,997113,52.2,2.8,2.1
06-09-2005,16.75,16.8,16.25,16.45,16.525351626,179594,472,2967854,134422,74.85,0.55,-0.3
05-09-2005,16.9,17.9,16.05,16.3,16.846537480,383579,819,6461978,283360,73.87,1.85,-0.6
02-09-2005,17.7,17.75,15.5,16.65,16.646690434,670964,974,11169330,440323,65.63,2.25,-1.05
01-09-2005,17.75,18.8,16.85,17.3,17.858497260,589084,1261,10520155,455850,77.38,1.95,-0.45
31-08-2005,18.4,19.45,17.8,17.94,18.538938614,1599813,2904,29658835,1055243,65.96,1.65,-0.46
30-08-2005,15.74,18.4,15.2,17.79,17.078075465,1665504,1941,28443603,993024,59.62,3.2,2.05
29-08-2005,15.25,15.69,15.15,15.45,15.391985887,119040,291,1832262,90600,76.11,0.54,0.2
26-08-2005,14.55,15.95,13.45,15.61,15.387923310,242169,391,3726478,173685,71.72,2.5,1.06
25-08-2005,14.55,15,14.55,14.9,14.792056938,59574,157,881222,43699,73.35,0.45,0.35
24-08-2005,15.39,15.39,14.32,14.56,14.623194337,90410,213,1322083,66300,73.33,1.07,-0.83
23-08-2005,15.65,15.95,14.85,14.93,15.225491835,155540,282,2368173,133793,86.02,1.1,-0.72
22-08-2005,15,16.25,15,15.47,15.558834231,313304,554,4874645,223397,71.3,1.25,0.47
19-08-2005,15.7,15.7,15,15.2,15.222257675,103425,257,1574362,85603,82.77,0.7,-0.5
18-08-2005,15.49,15.8,15.15,15.25,15.398176770,260417,438,4009947,230529,88.52,0.65,-0.24
17-08-2005,14.27,15.4,14.27,15.19,15.029356528,190622,357,2864926,126671,66.45,1.13,0.92
16-08-2005,14.9,14.9,14.15,14.71,14.420607516,114104,234,1645449,84950,74.45,0.75,-0.19
12-08-2005,14.6,14.93,14.2,14.35,14.387486998,114409,216,1646058,89134,77.91,0.73,-0.25
11-08-2005,14.1,14.54,14.1,14.35,14.308088347,111877,211,1600746,91101,81.43,0.44,0.25
10-08-2005,14.1,14.48,14.1,14.24,14.279905237,59095,130,843871,50618,85.66,0.38,0.14
09-08-2005,14.5,14.5,14.1,14.14,14.261956911,50222,141,716264,38446,76.55,0.4,-0.36
08-08-2005,14.5,15.25,14.25,14.4,14.534064133,68327,194,993069,53808,78.75,1,-0.1
05-08-2005,14.06,14.25,14,14.16,14.146756651,56454,165,798641,47130,83.48,0.25,0.1
04-08-2005,14.2,14.49,14.11,14.23,14.334791280,57158,146,819348,51531,90.16,0.38,0.03
03-08-2005,14.28,14.8,14.1,14.3,14.336516077,54984,139,788279,49256,89.58,0.7,0.02
02-08-2005,14.76,14.8,14.32,14.42,14.572584016,55019,151,801769,42215,76.73,0.48,-0.34
01-08-2005,14.5,15,14.26,14.43,14.518319530,38156,97,553961,30747,80.58,0.74,-0.07
29-07-2005,14.05,14.7,13.51,14.4,14.456369347,79600,165,1150727,68160,85.63,1.19,0.35
27-07-2005,15.4,15.4,14.41,14.46,14.736761555,49005,128,722175,42280,86.28,0.99,-0.94
26-07-2005,15.95,15.95,14.8,14.98,15.214898400,91634,256,1394202,74106,80.87,1.15,-0.97
25-07-2005,16,16.1,15.25,15.46,15.785899301,184927,431,2919239,142060,76.82,0.85,-0.54
22-07-2005,15.95,16.2,15.6,15.74,15.855821218,183106,449,2903296,137341,75.01,0.6,-0.21
21-07-2005,15.94,16.5,15.4,15.52,15.962082634,345620,794,5516815,261699,75.72,1.1,-0.42
20-07-2005,15.45,16.19,15.35,15.7,15.837786790,324018,642,5131728,255408,78.83,0.84,0.25
19-07-2005,15.7,15.74,15.16,15.34,15.450600210,178604,424,2759539,149953,83.96,0.58,-0.36
18-07-2005,14.61,16.24,14.6,15.45,15.648616360,498034,894,7793543,412478,82.82,1.64,0.84
15-07-2005,14.49,14.6,14.2,14.45,14.355586026,111582,208,1601825,91902,82.36,0.4,-0.04
14-07-2005,14.84,14.9,14.36,14.44,14.549709662,320833,383,4668027,248321,77.4,0.54,-0.4
13-07-2005,14.13,14.75,14.01,14.42,14.340088071,150561,262,2159058,107152,71.17,0.74,0.29
12-07-2005,14.11,14.64,14.11,14.3,14.287064727,99650,181,1423706,82099,82.39,0.53,0.19
11-07-2005,14.4,14.7,14,14.27,14.201696497,121073,219,1719442,103773,85.71,0.7,-0.13
08-07-2005,14.8,14.8,13.9,14.35,14.139686339,64337,144,909705,63685,98.99,0.9,-0.45
07-07-2005,14,14.2,13.8,13.81,13.982162662,54100,113,756435,54100,100,0.4,-0.19
06-07-2005,14,14.13,13.8,13.99,13.959896907,38800,86,541644,38800,100,0.33,-0.01
05-07-2005,14.31,14.31,13.77,13.77,13.995056917,42079,76,588898,42079,100,0.54,-0.54
04-07-2005,13.9,14.49,13.65,14.32,14.017028117,67183,152,941706,67183,100,0.84,0.42
01-07-2005,13.79,13.79,13.36,13.47,13.534226415,26500,70,358657,26500,100,0.43,-0.32
30-06-2005,13.99,13.99,13.27,13.41,13.498351806,45201,102,610139,45201,100,0.72,-0.58
29-06-2005,13.22,13.8,13.22,13.59,13.567905354,32965,76,447266,32965,100,0.58,0.37
28-06-2005,13.5,14,13.4,13.78,13.771919751,59216,102,815518,59216,100,0.6,0.28
27-06-2005,14,14.36,13.8,13.85,13.999731035,81795,139,1145108,81795,100,0.56,-0.15
24-06-2005,14.5,14.5,13.9,14.04,14.048156153,74030,116,1039985,74030,100,0.6,-0.46
23-06-2005,14.5,14.7,13.91,14.08,14.044868437,40095,89,563129,40095,100,0.79,-0.42
22-06-2005,14.01,14.65,14.01,14.08,14.216510086,62907,111,894318,62907,100,0.64,0.07
21-06-2005,14.1,14.49,14,14.02,14.072252410,28525,77,401411,28525,100,0.49,-0.08
20-06-2005,13.8,14.45,13.8,14.09,14.139519595,82139,144,1161406,82139,100,0.65,0.29
17-06-2005,14.35,14.85,13.9,14.13,14.206241060,94375,207,1340714,94375,100,0.95,-0.22
16-06-2005,14.7,14.95,14.11,14.39,14.494875285,83029,191,1203495,83029,100,0.84,-0.31
15-06-2005,14.8,15.25,14.51,14.59,14.809777114,87040,179,1289043,87040,100,0.74,-0.21
14-06-2005,15.5,15.6,14.7,14.72,14.941180221,109793,186,1640437,109793,100,0.9,-0.78
13-06-2005,15.5,15.55,15,15.08,15.180167226,56331,113,855114,56331,100,0.55,-0.42
10-06-2005,15.51,15.9,15,15.07,15.430367891,57653,177,889607,57653,100,0.9,-0.44
09-06-2005,16.45,16.45,15.5,15.53,15.733064918,82211,199,1293431,82211,100,0.95,-0.92
08-06-2005,16.21,16.75,15.75,16.16,16.298438191,201241,386,3279914,201241,100,1,-0.05
07-06-2005,16.5,16.75,15.51,16.07,16.111097320,136961,322,2206592,136961,100,1.24,-0.43
06-06-2005,16.4,16.99,15.8,16.22,16.421671024,219925,524,3611536,219925,100,1.19,-0.18
04-06-2005,16.64,16.8,16.1,16.26,16.457113402,130950,351,2155059,130950,100,0.7,-0.38
